,Brand,Model,Mileage,Equipment,Origin,First Owner,Year,Price
96279,audi,Q8,12500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2023,1170000.0
2147,porsche,cayenne_coupe,2500,"['CD/MP3/Bluetooth', 'Electric Windows']",Imported New,Yes,2024,2650000.0
3959,bmw,M5,2500,"['Leather Seats', 'Leather Seats']",Customs-cleared car,Yes,2024,2050000.0
2133,porsche,cayenne_coupe,2500,"['Rear Camera', 'Leather Seats']",Imported New,Yes,2024,2650000.0
2065,land rover,Range Rover Sport,22500,"['Rear Camera', 'CD/MP3/Bluetooth']",Imported New,Yes,2024,1850000.0
2128,mercedes-benz,Classe E,2500,"['Alloy Wheels', 'Leather Seats']",Imported New,Yes,2024,1280000.0
69724,porsche,taycan,7500,"['CD/MP3/Bluetooth', 'Leather Seats']",Customs-cleared car,Yes,2024,1200000.0
22391,porsche,cayenne_coupe,2500,"['CD/MP3/Bluetooth', 'Alloy Wheels']",Imported New,Yes,2024,2650000.0
92866,mercedes-benz,CLASSE GLC COUPE,2500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Imported New,Yes,2024,1200000.0
12227,land rover,Range Rover Sport,2500,"['Electric Windows', 'CD/MP3/Bluetooth']",Imported New,Yes,2024,1980000.0
21270,porsche,cayenne_coupe,2500,"['Alloy Wheels', 'Electric Windows']",Imported New,Yes,2024,1950000.0
22320,land rover,Range Rover Sport,22500,"['Electric Windows', 'Alloy Wheels']",Imported New,Yes,2024,1850000.0
22386,mercedes-benz,Classe E,2500,"['Electric Windows', 'Electric Windows']",Imported New,Yes,2024,1280000.0
26302,bmw,M5,2500,"['CD/MP3/Bluetooth', 'Electric Windows']",Customs-cleared car,Yes,2024,2050000.0
33695,mercedes-benz,220,12500,['Airbags'],WW in Morocco,No,2024,648237460.0
79478,land rover,Range Rover Sport,2500,"['Electric Windows', 'Rear Camera']",Imported New,Yes,2024,2150000.0
74892,renault,Clio,2500,"['CD/MP3/Bluetooth', 'Leather Seats']",WW in Morocco,Yes,2024,30000000.0
74315,porsche,cayenne_coupe,2500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Imported New,Yes,2024,2100000.0
6645,mercedes-benz,CLASSE GLC COUPE,2500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",Imported New,Yes,2024,1200000.0
101780,mercedes-benz,CLASSE GLC COUPE,2500,"['Electric Windows', 'Alloy Wheels']",Imported New,Yes,2024,1100000.0
